"pid","did","lptime","pborough","cnt"
100,233,7,"""Manhattan""",15
100,233,9,"""Manhattan""",11
100,233,10,"""Manhattan""",22
100,233,12,"""Manhattan""",15
100,233,13,"""Manhattan""",17
100,233,14,"""Manhattan""",13
100,233,15,"""Manhattan""",21
100,233,16,"""Manhattan""",23
100,233,17,"""Manhattan""",31
100,233,18,"""Manhattan""",26
100,233,19,"""Manhattan""",25
100,233,20,"""Manhattan""",17
100,233,21,"""Manhattan""",23
100,233,22,"""Manhattan""",20
100,234,6,"""Manhattan""",16
100,234,7,"""Manhattan""",17
100,234,8,"""Manhattan""",27
100,234,9,"""Manhattan""",23
100,234,10,"""Manhattan""",25
100,234,11,"""Manhattan""",28
100,234,12,"""Manhattan""",41
100,234,13,"""Manhattan""",36
100,234,14,"""Manhattan""",31
100,234,15,"""Manhattan""",33
100,234,16,"""Manhattan""",36
100,234,17,"""Manhattan""",39
100,234,18,"""Manhattan""",38
100,234,19,"""Manhattan""",32
100,234,20,"""Manhattan""",25
100,234,21,"""Manhattan""",11
100,234,22,"""Manhattan""",19
100,234,23,"""Manhattan""",18
100,236,6,"""Manhattan""",11
100,236,7,"""Manhattan""",17
100,236,8,"""Manhattan""",16
100,236,9,"""Manhattan""",12
100,236,10,"""Manhattan""",16
100,236,11,"""Manhattan""",21
100,236,12,"""Manhattan""",18
100,236,13,"""Manhattan""",18
100,236,14,"""Manhattan""",21
100,236,15,"""Manhattan""",24
100,236,16,"""Manhattan""",29
100,236,17,"""Manhattan""",33
100,236,18,"""Manhattan""",33
100,236,20,"""Manhattan""",16
100,236,21,"""Manhattan""",17
100,236,22,"""Manhattan""",13
100,237,5,"""Manhattan""",12
100,237,6,"""Manhattan""",19
100,237,7,"""Manhattan""",24
100,237,8,"""Manhattan""",29
100,237,9,"""Manhattan""",16
100,237,10,"""Manhattan""",26
100,237,11,"""Manhattan""",20
100,237,12,"""Manhattan""",31
100,237,13,"""Manhattan""",36
100,237,14,"""Manhattan""",31
100,237,15,"""Manhattan""",30
100,237,16,"""Manhattan""",22
100,237,17,"""Manhattan""",31
100,237,18,"""Manhattan""",32
100,237,19,"""Manhattan""",20
100,237,20,"""Manhattan""",13
100,237,22,"""Manhattan""",13
100,238,12,"""Manhattan""",15
100,238,13,"""Manhattan""",13
100,238,14,"""Manhattan""",11
100,238,15,"""Manhattan""",14
100,238,16,"""Manhattan""",19
100,238,17,"""Manhattan""",27
100,238,18,"""Manhattan""",23
100,238,19,"""Manhattan""",12
100,238,20,"""Manhattan""",13
100,238,21,"""Manhattan""",11
100,238,22,"""Manhattan""",13
100,239,9,"""Manhattan""",11
100,239,10,"""Manhattan""",21
100,239,11,"""Manhattan""",18
100,239,12,"""Manhattan""",20
100,239,13,"""Manhattan""",20
100,239,14,"""Manhattan""",24
100,239,15,"""Manhattan""",14
100,239,16,"""Manhattan""",20
100,239,17,"""Manhattan""",25
100,239,18,"""Manhattan""",23
100,239,19,"""Manhattan""",29
100,239,20,"""Manhattan""",27
100,239,21,"""Manhattan""",15
100,239,22,"""Manhattan""",14
100,246,6,"""Manhattan""",19
100,246,7,"""Manhattan""",29
100,246,8,"""Manhattan""",11
100,246,9,"""Manhattan""",17
100,246,10,"""Manhattan""",27
100,246,11,"""Manhattan""",11
100,246,12,"""Manhattan""",28
100,246,13,"""Manhattan""",28
100,246,14,"""Manhattan""",21
100,246,15,"""Manhattan""",27
100,246,16,"""Manhattan""",32
100,246,17,"""Manhattan""",39
100,246,18,"""Manhattan""",30
100,246,19,"""Manhattan""",26
100,246,20,"""Manhattan""",20
100,246,22,"""Manhattan""",16
100,249,10,"""Manhattan""",12
100,249,11,"""Manhattan""",18
100,249,13,"""Manhattan""",15
100,249,14,"""Manhattan""",13
100,249,15,"""Manhattan""",21
100,249,16,"""Manhattan""",23
100,249,17,"""Manhattan""",26
100,249,18,"""Manhattan""",23
100,249,19,"""Manhattan""",24
100,249,20,"""Manhattan""",15
100,249,22,"""Manhattan""",15
100,249,23,"""Manhattan""",11
100,261,10,"""Manhattan""",12
100,262,17,"""Manhattan""",16
100,263,15,"""Manhattan""",14
100,263,17,"""Manhattan""",13
100,263,18,"""Manhattan""",25
100,263,19,"""Manhattan""",17
100,263,20,"""Manhattan""",15
107,4,1,"""Manhattan""",14
107,4,11,"""Manhattan""",12
107,4,12,"""Manhattan""",11
107,4,13,"""Manhattan""",13
107,4,15,"""Manhattan""",13
107,4,16,"""Manhattan""",16
107,4,17,"""Manhattan""",18
107,4,18,"""Manhattan""",24
107,4,19,"""Manhattan""",29
107,4,20,"""Manhattan""",26
107,4,21,"""Manhattan""",16
107,4,22,"""Manhattan""",16
107,4,23,"""Manhattan""",12
107,7,0,"""Manhattan""",12
107,13,13,"""Manhattan""",11
107,13,15,"""Manhattan""",15
107,43,10,"""Manhattan""",13
107,43,12,"""Manhattan""",12
107,43,13,"""Manhattan""",18
107,43,14,"""Manhattan""",12
107,43,17,"""Manhattan""",11
107,48,0,"""Manhattan""",17
107,48,1,"""Manhattan""",13
107,48,2,"""Manhattan""",15
107,48,7,"""Manhattan""",16
107,48,8,"""Manhattan""",14
107,48,9,"""Manhattan""",20
107,48,10,"""Manhattan""",15
107,48,11,"""Manhattan""",13
107,48,12,"""Manhattan""",21
107,48,13,"""Manhattan""",21
107,48,14,"""Manhattan""",23
107,48,15,"""Manhattan""",24
107,48,16,"""Manhattan""",30
107,48,17,"""Manhattan""",17
107,48,18,"""Manhattan""",26
107,48,19,"""Manhattan""",34
107,48,20,"""Manhattan""",20
107,48,21,"""Manhattan""",26
107,48,22,"""Manhattan""",15
107,48,23,"""Manhattan""",16
107,50,20,"""Manhattan""",12
107,50,21,"""Manhattan""",12
107,68,0,"""Manhattan""",13
107,68,1,"""Manhattan""",14
107,68,6,"""Manhattan""",16
107,68,7,"""Manhattan""",29
107,68,8,"""Manhattan""",28
107,68,9,"""Manhattan""",32
107,68,10,"""Manhattan""",48
107,68,11,"""Manhattan""",33
107,68,12,"""Manhattan""",40
107,68,13,"""Manhattan""",36
107,68,14,"""Manhattan""",20
107,68,15,"""Manhattan""",43
107,68,16,"""Manhattan""",40
107,68,17,"""Manhattan""",37
107,68,18,"""Manhattan""",44
107,68,19,"""Manhattan""",58
107,68,20,"""Manhattan""",44
107,68,21,"""Manhattan""",21
107,68,22,"""Manhattan""",25
107,68,23,"""Manhattan""",23
107,75,0,"""Manhattan""",11
107,75,2,"""Manhattan""",11
107,75,7,"""Manhattan""",31
107,75,15,"""Manhattan""",18
107,75,17,"""Manhattan""",13
107,75,19,"""Manhattan""",18
107,75,22,"""Manhattan""",14
107,75,23,"""Manhattan""",14
107,79,0,"""Manhattan""",56
107,79,1,"""Manhattan""",55
107,79,2,"""Manhattan""",36
107,79,3,"""Manhattan""",21
107,79,8,"""Manhattan""",33
107,79,9,"""Manhattan""",37
107,79,10,"""Manhattan""",40
107,79,11,"""Manhattan""",39
107,79,12,"""Manhattan""",54
107,79,13,"""Manhattan""",43
107,79,14,"""Manhattan""",58
107,79,15,"""Manhattan""",64
107,79,16,"""Manhattan""",63
107,79,17,"""Manhattan""",82
107,79,18,"""Manhattan""",87
107,79,19,"""Manhattan""",141
107,79,20,"""Manhattan""",87
107,79,21,"""Manhattan""",85
107,79,22,"""Manhattan""",71
107,79,23,"""Manhattan""",45
107,87,9,"""Manhattan""",14
107,87,19,"""Manhattan""",11
107,90,0,"""Manhattan""",21
107,90,1,"""Manhattan""",15
107,90,2,"""Manhattan""",12
107,90,7,"""Manhattan""",17
107,90,8,"""Manhattan""",25
107,90,9,"""Manhattan""",23
107,90,10,"""Manhattan""",32
107,90,11,"""Manhattan""",29
107,90,12,"""Manhattan""",29
107,90,13,"""Manhattan""",32
107,90,14,"""Manhattan""",33
107,90,15,"""Manhattan""",39
107,90,16,"""Manhattan""",34
107,90,17,"""Manhattan""",41
107,90,18,"""Manhattan""",36
107,90,19,"""Manhattan""",42
107,90,20,"""Manhattan""",22
107,90,21,"""Manhattan""",27
107,90,22,"""Manhattan""",24
107,90,23,"""Manhattan""",17
107,100,7,"""Manhattan""",15
107,100,8,"""Manhattan""",22
107,100,9,"""Manhattan""",36
107,100,10,"""Manhattan""",22
107,100,11,"""Manhattan""",13
107,100,12,"""Manhattan""",15
107,100,13,"""Manhattan""",14
107,100,14,"""Manhattan""",15
107,100,15,"""Manhattan""",18
107,100,16,"""Manhattan""",18
107,100,17,"""Manhattan""",19
107,100,19,"""Manhattan""",19
107,107,0,"""Manhattan""",37
107,107,1,"""Manhattan""",21
107,107,2,"""Manhattan""",27
107,107,3,"""Manhattan""",16
107,107,7,"""Manhattan""",18
107,107,8,"""Manhattan""",35
107,107,9,"""Manhattan""",38
107,107,10,"""Manhattan""",45
107,107,11,"""Manhattan""",61
107,107,12,"""Manhattan""",52
107,107,13,"""Manhattan""",40
107,107,14,"""Manhattan""",50
107,107,15,"""Manhattan""",67
107,107,16,"""Manhattan""",63
107,107,17,"""Manhattan""",44
107,107,18,"""Manhattan""",44
107,107,19,"""Manhattan""",63
107,107,20,"""Manhattan""",38
107,107,21,"""Manhattan""",37
107,107,22,"""Manhattan""",30
107,107,23,"""Manhattan""",39
107,113,0,"""Manhattan""",11
107,113,8,"""Manhattan""",14
107,113,9,"""Manhattan""",12
107,113,10,"""Manhattan""",25
107,113,11,"""Manhattan""",36
107,113,12,"""Manhattan""",35
107,113,13,"""Manhattan""",34
107,113,14,"""Manhattan""",28
107,113,15,"""Manhattan""",32
107,113,16,"""Manhattan""",33
107,113,17,"""Manhattan""",29
107,113,18,"""Manhattan""",24
107,113,19,"""Manhattan""",48
107,113,20,"""Manhattan""",34
107,113,21,"""Manhattan""",24
107,113,22,"""Manhattan""",12
107,113,23,"""Manhattan""",13
107,114,0,"""Manhattan""",16
107,114,1,"""Manhattan""",11
107,114,8,"""Manhattan""",12
107,114,9,"""Manhattan""",28
107,114,10,"""Manhattan""",25
107,114,11,"""Manhattan""",24
107,114,12,"""Manhattan""",26
107,114,13,"""Manhattan""",33
107,114,14,"""Manhattan""",27
107,114,15,"""Manhattan""",30
107,114,16,"""Manhattan""",28
107,114,17,"""Manhattan""",33
107,114,18,"""Manhattan""",45
107,114,19,"""Manhattan""",48
107,114,20,"""Manhattan""",20
107,114,21,"""Manhattan""",25
107,114,22,"""Manhattan""",12
107,114,23,"""Manhattan""",16
107,125,8,"""Manhattan""",11
107,132,14,"""Manhattan""",11
107,132,16,"""Manhattan""",23
107,132,17,"""Manhattan""",11
107,137,0,"""Manhattan""",26
107,137,1,"""Manhattan""",19
107,137,2,"""Manhattan""",28
107,137,3,"""Manhattan""",16
107,137,4,"""Manhattan""",11
107,137,6,"""Manhattan""",48
107,137,7,"""Manhattan""",78
107,137,8,"""Manhattan""",59
107,137,9,"""Manhattan""",65
107,137,10,"""Manhattan""",58
107,137,11,"""Manhattan""",67
107,137,12,"""Manhattan""",77
107,137,13,"""Manhattan""",66
107,137,14,"""Manhattan""",62
107,137,15,"""Manhattan""",82
107,137,16,"""Manhattan""",57
107,137,17,"""Manhattan""",56
107,137,18,"""Manhattan""",73
107,137,19,"""Manhattan""",74
107,137,20,"""Manhattan""",49
107,137,21,"""Manhattan""",46
107,137,22,"""Manhattan""",40
107,137,23,"""Manhattan""",39
107,138,10,"""Manhattan""",11
107,138,11,"""Manhattan""",12
107,138,15,"""Manhattan""",16
107,140,0,"""Manhattan""",15
107,140,6,"""Manhattan""",29
107,140,7,"""Manhattan""",45
107,140,8,"""Manhattan""",39
107,140,9,"""Manhattan""",26
107,140,10,"""Manhattan""",30
107,140,11,"""Manhattan""",34
107,140,12,"""Manhattan""",23
107,140,13,"""Manhattan""",22
107,140,14,"""Manhattan""",32
107,140,15,"""Manhattan""",44
107,140,16,"""Manhattan""",34
107,140,17,"""Manhattan""",30
107,140,18,"""Manhattan""",25
107,140,19,"""Manhattan""",39
107,140,20,"""Manhattan""",20
107,140,21,"""Manhattan""",24
107,140,22,"""Manhattan""",21
107,140,23,"""Manhattan""",21
107,141,0,"""Manhattan""",34
107,141,1,"""Manhattan""",19
107,141,6,"""Manhattan""",25
107,141,7,"""Manhattan""",27
107,141,8,"""Manhattan""",33
107,141,9,"""Manhattan""",33
107,141,10,"""Manhattan""",42
107,141,11,"""Manhattan""",28
107,141,12,"""Manhattan""",32
107,141,13,"""Manhattan""",35
107,141,14,"""Manhattan""",47
107,141,15,"""Manhattan""",45
107,141,16,"""Manhattan""",58
107,141,17,"""Manhattan""",53
107,141,18,"""Manhattan""",42
107,141,19,"""Manhattan""",50
107,141,20,"""Manhattan""",41
107,141,21,"""Manhattan""",37
107,141,22,"""Manhattan""",42
107,141,23,"""Manhattan""",39
107,142,11,"""Manhattan""",17
107,142,12,"""Manhattan""",16
107,142,13,"""Manhattan""",17
107,142,14,"""Manhattan""",13
107,142,15,"""Manhattan""",14
107,142,16,"""Manhattan""",13
107,142,17,"""Manhattan""",12
107,142,18,"""Manhattan""",23
107,142,19,"""Manhattan""",25
107,142,21,"""Manhattan""",16
107,142,22,"""Manhattan""",15
107,143,16,"""Manhattan""",14
107,143,18,"""Manhattan""",11
107,143,22,"""Manhattan""",11
107,144,8,"""Manhattan""",11
107,144,9,"""Manhattan""",17
107,144,10,"""Manhattan""",13
107,144,12,"""Manhattan""",20
107,144,13,"""Manhattan""",14
107,144,15,"""Manhattan""",15
107,144,16,"""Manhattan""",27
107,144,17,"""Manhattan""",16
107,144,18,"""Manhattan""",26
107,144,19,"""Manhattan""",29
107,144,20,"""Manhattan""",25
107,144,21,"""Manhattan""",16
107,144,23,"""Manhattan""",12
107,148,0,"""Manhattan""",26
107,148,1,"""Manhattan""",24
107,148,2,"""Manhattan""",15
107,148,3,"""Manhattan""",11
107,148,10,"""Manhattan""",16
107,148,11,"""Manhattan""",17
107,148,12,"""Manhattan""",28
107,148,13,"""Manhattan""",24
107,148,14,"""Manhattan""",19
107,148,15,"""Manhattan""",25
107,148,16,"""Manhattan""",18
107,148,17,"""Manhattan""",27
107,148,18,"""Manhattan""",35
107,148,19,"""Manhattan""",52
107,148,20,"""Manhattan""",37
107,148,21,"""Manhattan""",18
107,148,22,"""Manhattan""",33
107,148,23,"""Manhattan""",24
107,151,15,"""Manhattan""",13
107,158,16,"""Manhattan""",14
107,158,18,"""Manhattan""",19
107,158,19,"""Manhattan""",27
107,158,20,"""Manhattan""",17
107,158,23,"""Manhattan""",13
107,161,6,"""Manhattan""",21
107,161,7,"""Manhattan""",34
107,161,8,"""Manhattan""",61
107,161,9,"""Manhattan""",61
107,161,10,"""Manhattan""",52
107,161,11,"""Manhattan""",44
107,161,12,"""Manhattan""",52
107,161,13,"""Manhattan""",39
107,161,14,"""Manhattan""",52
107,161,15,"""Manhattan""",42
107,161,16,"""Manhattan""",43
107,161,17,"""Manhattan""",40
107,161,18,"""Manhattan""",28
107,161,19,"""Manhattan""",16
107,161,20,"""Manhattan""",14
107,161,21,"""Manhattan""",15
107,162,0,"""Manhattan""",19
107,162,1,"""Manhattan""",16
107,162,6,"""Manhattan""",11
107,162,7,"""Manhattan""",50
107,162,8,"""Manhattan""",82
107,162,9,"""Manhattan""",61
107,162,10,"""Manhattan""",58
107,162,11,"""Manhattan""",40
107,162,12,"""Manhattan""",47
107,162,13,"""Manhattan""",38
107,162,14,"""Manhattan""",57
107,162,15,"""Manhattan""",61
107,162,16,"""Manhattan""",58
107,162,17,"""Manhattan""",35
107,162,18,"""Manhattan""",42
107,162,19,"""Manhattan""",44
107,162,20,"""Manhattan""",25
107,162,21,"""Manhattan""",18
107,162,22,"""Manhattan""",19
107,162,23,"""Manhattan""",19
107,163,8,"""Manhattan""",33
107,163,9,"""Manhattan""",26
107,163,10,"""Manhattan""",29
107,163,11,"""Manhattan""",16
107,163,12,"""Manhattan""",26
107,163,13,"""Manhattan""",39
107,163,14,"""Manhattan""",20
107,163,15,"""Manhattan""",24
107,163,16,"""Manhattan""",14
107,163,17,"""Manhattan""",17
107,163,18,"""Manhattan""",19
107,163,19,"""Manhattan""",13
107,163,20,"""Manhattan""",19
107,163,21,"""Manhattan""",13
107,163,22,"""Manhattan""",17
107,164,2,"""Manhattan""",15
107,164,7,"""Manhattan""",15
107,164,8,"""Manhattan""",28
107,164,9,"""Manhattan""",23
107,164,10,"""Manhattan""",48
107,164,11,"""Manhattan""",41
107,164,12,"""Manhattan""",29
107,164,13,"""Manhattan""",36
107,164,14,"""Manhattan""",28
107,164,15,"""Manhattan""",39
107,164,16,"""Manhattan""",39
107,164,17,"""Manhattan""",49
107,164,18,"""Manhattan""",32
107,164,19,"""Manhattan""",29
107,164,20,"""Manhattan""",30
107,164,21,"""Manhattan""",23
107,164,22,"""Manhattan""",17
107,164,23,"""Manhattan""",13
107,170,0,"""Manhattan""",42
107,170,1,"""Manhattan""",50
107,170,2,"""Manhattan""",41
107,170,3,"""Manhattan""",12
107,170,6,"""Manhattan""",17
107,170,7,"""Manhattan""",67
107,170,8,"""Manhattan""",125
107,170,9,"""Manhattan""",120
107,170,10,"""Manhattan""",140
107,170,11,"""Manhattan""",118
107,170,12,"""Manhattan""",127
107,170,13,"""Manhattan""",110
107,170,14,"""Manhattan""",94
107,170,15,"""Manhattan""",136
107,170,16,"""Manhattan""",140
107,170,17,"""Manhattan""",130
107,170,18,"""Manhattan""",114
107,170,19,"""Manhattan""",108
107,170,20,"""Manhattan""",83
107,170,21,"""Manhattan""",71
107,170,22,"""Manhattan""",68
107,170,23,"""Manhattan""",57
107,186,0,"""Manhattan""",15
107,186,6,"""Manhattan""",13
107,186,7,"""Manhattan""",34
107,186,8,"""Manhattan""",25
107,186,9,"""Manhattan""",50
107,186,10,"""Manhattan""",49
107,186,11,"""Manhattan""",44
107,186,12,"""Manhattan""",39
107,186,13,"""Manhattan""",48
107,186,14,"""Manhattan""",46
107,186,15,"""Manhattan""",70
107,186,16,"""Manhattan""",84
107,186,17,"""Manhattan""",83
107,186,18,"""Manhattan""",85
107,186,19,"""Manhattan""",44
107,186,20,"""Manhattan""",18
107,186,21,"""Manhattan""",19
107,186,22,"""Manhattan""",18
107,186,23,"""Manhattan""",16
107,211,8,"""Manhattan""",13
107,211,9,"""Manhattan""",18
107,211,10,"""Manhattan""",21
107,211,11,"""Manhattan""",11
107,211,12,"""Manhattan""",15
107,211,13,"""Manhattan""",12
107,211,14,"""Manhattan""",18
107,211,15,"""Manhattan""",26
107,211,16,"""Manhattan""",16
107,211,17,"""Manhattan""",22
107,211,18,"""Manhattan""",18
107,211,19,"""Manhattan""",26
107,211,22,"""Manhattan""",13
107,211,23,"""Manhattan""",13
107,224,10,"""Manhattan""",16
107,224,12,"""Manhattan""",14
107,224,14,"""Manhattan""",13
107,224,15,"""Manhattan""",13
107,224,16,"""Manhattan""",23
107,224,17,"""Manhattan""",17
107,224,18,"""Manhattan""",14
107,224,19,"""Manhattan""",19
107,224,20,"""Manhattan""",12
107,224,21,"""Manhattan""",15
107,224,23,"""Manhattan""",15
107,229,0,"""Manhattan""",38
107,229,1,"""Manhattan""",24
107,229,2,"""Manhattan""",18
107,229,7,"""Manhattan""",15
107,229,8,"""Manhattan""",43
107,229,9,"""Manhattan""",24
107,229,10,"""Manhattan""",32
107,229,11,"""Manhattan""",37
107,229,12,"""Manhattan""",46
107,229,13,"""Manhattan""",36
107,229,14,"""Manhattan""",61
107,229,15,"""Manhattan""",55
107,229,16,"""Manhattan""",58
107,229,17,"""Manhattan""",65
107,229,18,"""Manhattan""",59
107,229,19,"""Manhattan""",68
107,229,20,"""Manhattan""",55
107,229,21,"""Manhattan""",54
107,229,22,"""Manhattan""",38
107,229,23,"""Manhattan""",38
107,230,6,"""Manhattan""",13
107,230,8,"""Manhattan""",13
107,230,10,"""Manhattan""",23
107,230,11,"""Manhattan""",16
107,230,12,"""Manhattan""",18
107,230,13,"""Manhattan""",21
107,230,14,"""Manhattan""",25
107,230,15,"""Manhattan""",13
107,230,16,"""Manhattan""",15
107,230,17,"""Manhattan""",22
107,230,18,"""Manhattan""",43
107,230,19,"""Manhattan""",24
107,230,20,"""Manhattan""",15
107,230,21,"""Manhattan""",12
107,231,0,"""Manhattan""",12
107,231,8,"""Manhattan""",19
107,231,9,"""Manhattan""",15
107,231,10,"""Manhattan""",20
107,231,11,"""Manhattan""",19
107,231,12,"""Manhattan""",12
107,231,13,"""Manhattan""",23
107,231,15,"""Manhattan""",29
107,231,16,"""Manhattan""",17
107,231,17,"""Manhattan""",16
107,231,18,"""Manhattan""",22
107,231,19,"""Manhattan""",28
107,231,20,"""Manhattan""",19
107,231,21,"""Manhattan""",17
107,231,22,"""Manhattan""",11
107,232,7,"""Manhattan""",12
107,232,10,"""Manhattan""",11
107,232,11,"""Manhattan""",14
107,232,12,"""Manhattan""",11
107,232,13,"""Manhattan""",11
107,232,14,"""Manhattan""",19
107,232,15,"""Manhattan""",20
107,232,16,"""Manhattan""",16
107,232,17,"""Manhattan""",25
107,232,18,"""Manhattan""",24
107,232,19,"""Manhattan""",20
107,232,20,"""Manhattan""",18
107,233,0,"""Manhattan""",38
107,233,1,"""Manhattan""",22
107,233,2,"""Manhattan""",22
107,233,3,"""Manhattan""",11
107,233,7,"""Manhattan""",29
107,233,8,"""Manhattan""",38
107,233,9,"""Manhattan""",34
107,233,10,"""Manhattan""",32
107,233,11,"""Manhattan""",39
107,233,12,"""Manhattan""",54
107,233,13,"""Manhattan""",27
107,233,14,"""Manhattan""",43
107,233,15,"""Manhattan""",61
107,233,16,"""Manhattan""",51
107,233,17,"""Manhattan""",59
107,233,18,"""Manhattan""",56
107,233,19,"""Manhattan""",39
107,233,20,"""Manhattan""",51
107,233,21,"""Manhattan""",57
107,233,22,"""Manhattan""",36
107,233,23,"""Manhattan""",32
107,234,7,"""Manhattan""",15
107,234,8,"""Manhattan""",27
107,234,9,"""Manhattan""",67
107,234,10,"""Manhattan""",57
107,234,11,"""Manhattan""",49
107,234,12,"""Manhattan""",41
107,234,13,"""Manhattan""",50
107,234,14,"""Manhattan""",50
107,234,15,"""Manhattan""",56
107,234,16,"""Manhattan""",40
107,234,17,"""Manhattan""",53
107,234,18,"""Manhattan""",48
107,234,19,"""Manhattan""",42
107,234,20,"""Manhattan""",46
107,234,21,"""Manhattan""",21
107,234,22,"""Manhattan""",21
107,234,23,"""Manhattan""",20
107,236,0,"""Manhattan""",18
107,236,1,"""Manhattan""",11
107,236,7,"""Manhattan""",26
107,236,8,"""Manhattan""",15
107,236,9,"""Manhattan""",27
107,236,10,"""Manhattan""",34
107,236,11,"""Manhattan""",24
107,236,12,"""Manhattan""",31
107,236,13,"""Manhattan""",43
107,236,14,"""Manhattan""",36
107,236,15,"""Manhattan""",55
107,236,16,"""Manhattan""",29
107,236,17,"""Manhattan""",41
107,236,18,"""Manhattan""",38
107,236,19,"""Manhattan""",49
107,236,20,"""Manhattan""",28
107,236,21,"""Manhattan""",28
107,236,22,"""Manhattan""",32
107,236,23,"""Manhattan""",19
107,237,0,"""Manhattan""",12
107,237,7,"""Manhattan""",26
107,237,8,"""Manhattan""",31
107,237,9,"""Manhattan""",32
107,237,10,"""Manhattan""",45
107,237,11,"""Manhattan""",43
107,237,12,"""Manhattan""",52
107,237,13,"""Manhattan""",41
107,237,14,"""Manhattan""",47
107,237,15,"""Manhattan""",49
107,237,16,"""Manhattan""",32
107,237,17,"""Manhattan""",47
107,237,18,"""Manhattan""",45
107,237,19,"""Manhattan""",38
107,237,20,"""Manhattan""",31
107,237,21,"""Manhattan""",24
107,237,22,"""Manhattan""",23
107,237,23,"""Manhattan""",19
107,238,12,"""Manhattan""",11
107,238,14,"""Manhattan""",11
107,238,16,"""Manhattan""",11
107,238,17,"""Manhattan""",13
107,238,18,"""Manhattan""",26
107,238,19,"""Manhattan""",13
107,238,20,"""Manhattan""",11
107,238,21,"""Manhattan""",11
107,239,10,"""Manhattan""",12
107,239,13,"""Manhattan""",12
107,239,14,"""Manhattan""",12
107,239,16,"""Manhattan""",15
107,239,18,"""Manhattan""",15
107,239,19,"""Manhattan""",13
107,239,20,"""Manhattan""",12
107,246,8,"""Manhattan""",20
107,246,9,"""Manhattan""",19
107,246,10,"""Manhattan""",17
107,246,11,"""Manhattan""",13
107,246,12,"""Manhattan""",12
107,246,14,"""Manhattan""",13
107,246,15,"""Manhattan""",16
107,246,16,"""Manhattan""",24
107,246,17,"""Manhattan""",22
107,246,18,"""Manhattan""",21
107,246,19,"""Manhattan""",20
107,246,21,"""Manhattan""",16
107,246,22,"""Manhattan""",11
107,249,0,"""Manhattan""",22
107,249,2,"""Manhattan""",12
107,249,7,"""Manhattan""",15
107,249,8,"""Manhattan""",17
107,249,9,"""Manhattan""",13
107,249,10,"""Manhattan""",23
107,249,11,"""Manhattan""",27
107,249,12,"""Manhattan""",29
107,249,13,"""Manhattan""",36
107,249,14,"""Manhattan""",27
107,249,15,"""Manhattan""",41
107,249,16,"""Manhattan""",46
107,249,17,"""Manhattan""",48
107,249,18,"""Manhattan""",56
107,249,19,"""Manhattan""",78
107,249,20,"""Manhattan""",45
107,249,21,"""Manhattan""",25
107,249,22,"""Manhattan""",31
107,249,23,"""Manhattan""",23
107,262,0,"""Manhattan""",13
107,262,7,"""Manhattan""",11
107,262,12,"""Manhattan""",15
107,262,13,"""Manhattan""",13
107,262,15,"""Manhattan""",16
107,262,16,"""Manhattan""",23
107,262,17,"""Manhattan""",22
107,262,18,"""Manhattan""",31
107,262,19,"""Manhattan""",27
107,262,20,"""Manhattan""",20
107,262,21,"""Manhattan""",17
107,262,22,"""Manhattan""",14
107,262,23,"""Manhattan""",21
107,263,0,"""Manhattan""",22
107,263,1,"""Manhattan""",18
107,263,2,"""Manhattan""",16
107,263,9,"""Manhattan""",12
107,263,10,"""Manhattan""",16
107,263,11,"""Manhattan""",16
107,263,12,"""Manhattan""",23
107,263,13,"""Manhattan""",14
107,263,14,"""Manhattan""",24
107,263,15,"""Manhattan""",25
107,263,16,"""Manhattan""",29
107,263,17,"""Manhattan""",31
107,263,18,"""Manhattan""",32
107,263,19,"""Manhattan""",38
107,263,20,"""Manhattan""",27
107,263,21,"""Manhattan""",25
107,263,22,"""Manhattan""",36
107,263,23,"""Manhattan""",28
113,4,13,"""Manhattan""",15
113,4,14,"""Manhattan""",15
113,4,15,"""Manhattan""",11
113,4,16,"""Manhattan""",28
113,4,17,"""Manhattan""",15
113,4,18,"""Manhattan""",15
113,4,19,"""Manhattan""",15
113,7,22,"""Manhattan""",11
113,13,15,"""Manhattan""",12
113,13,16,"""Manhattan""",12
113,43,14,"""Manhattan""",14
113,48,14,"""Manhattan""",11
113,48,16,"""Manhattan""",17
113,48,17,"""Manhattan""",12
113,48,18,"""Manhattan""",20
113,48,19,"""Manhattan""",28
113,48,20,"""Manhattan""",11
113,48,21,"""Manhattan""",17
113,48,22,"""Manhattan""",15
113,68,8,"""Manhattan""",12
113,68,9,"""Manhattan""",30
113,68,10,"""Manhattan""",34
113,68,11,"""Manhattan""",19
113,68,12,"""Manhattan""",35
113,68,13,"""Manhattan""",25
113,68,14,"""Manhattan""",38
113,68,15,"""Manhattan""",41
113,68,16,"""Manhattan""",31
113,68,17,"""Manhattan""",32
113,68,18,"""Manhattan""",38
113,68,19,"""Manhattan""",29
113,68,20,"""Manhattan""",22
113,68,21,"""Manhattan""",31
113,68,22,"""Manhattan""",20
113,79,0,"""Manhattan""",34
113,79,1,"""Manhattan""",19
113,79,8,"""Manhattan""",14
113,79,9,"""Manhattan""",18
113,79,10,"""Manhattan""",25
113,79,11,"""Manhattan""",24
113,79,12,"""Manhattan""",34
113,79,13,"""Manhattan""",30
113,79,14,"""Manhattan""",53
113,79,15,"""Manhattan""",44
113,79,16,"""Manhattan""",76
113,79,17,"""Manhattan""",52
113,79,18,"""Manhattan""",59
